start	end	text
3666240	3673500	Dobrý den, my jsme chtěli, aby přijest byl právě přímo z ulice Kvítková, nicméně fakt to nešlo.
3673500	3677860	Takže ten příjezd k té nové polifunkční budově bude z té ulice Lešitín 3,
3678460	3684580	ale je to tak, že tam, to znamená, ti lidé budou muset vět za ten plot?
3686220	3686960	Ano, ano.
3688420	3693520	Ano, ano. Nešlo to opravdu jinak vyřešit, nicméně tak, jak je to teď,
3693580	3695700	tak si myslím, že je to opravdu optimální řešení.
3698120	3698920	Děkuju.
3698920	3702660	Děkuju za to doplnění. Neměla jsem aktuální informace.
3703500	3707300	Tak děkuju moc krát. Tak někdo další do diskuze k tomuto bodu?
3709100	3712900	Někdo další se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo 17.
3724600	3730600	Pro 26, materiál číslo 17 byl přijat. Materiál číslo 18 týkající se pozemků
3730600	3733940	smlouvy o bezúplatném převodu. Jsou k tomu dotazy.
3736360	3739840	Do diskuze se nído nehlásí, takže prosím, pojďme hlasovat materiál číslo 18.
3751060	3754500	Pro 27, materiál číslo 18 byl přijat.
3754500	3759360	Materiál číslo 19, týkající se smlouvy o nájmu z plňárenského zařízení.
3760600	3761340	k tomu dotazy.
3763960	3765100	Poprosím, pane Juráše.
3767640	3769340	Omlouvám se. Děkuji, pane primátore.
3770080	3771360	Já bych jenom poprosil,
3771760	3773440	jestli bychom k tomu mohli dostat nějaký
3773440	3774940	zevrobnější komentář.
3775680	3777500	Ono to totiž není jenom o pronájmu,
3777660	3779880	ale i pro případ, že by se to
3779880	3781320	plánovalo zcizit,
3781840	3783440	tak se tam ojednávají
3783440	3785100	budoucí práva tomu gasnetu
3785100	3787520	nabít to do svého vlastnictví.
3788820	3790100	Nemám ty informace,
3790100	3793920	které by říkali, proč rovnakasnetu, proč ne někomu jinému,
3794660	3799240	jako asi to sami nebudeme provozovat, nevím, a teďka nechci vůbec spekulovat,
3799380	3805980	tak to jenom tak jako vypustím, jestli když to vlastně dáváme takto do užívání,
3806120	3809900	jestli to dáváme i do zprávy, jestli to mají sami opravovat, zprávovat,
3810320	3814580	jestli nám to zase nebrání čerpat na to dotace, čili tohle se mi hodní hlavu
3814580	3816220	a to jsem nevyčetl v tom materiálu.
3816220	3846200	Děkuji za ten dotaz, já poprosím paní Husákovou o...
3846900	3851940	Takže na tu vaši otázku, přiznám se, mně vůbec nenapadlo se zabývat tím,
3851940	3854820	nebo nikoho z nás, že bychom to dali do nájmu někoho jiného.
3854920	3859720	V každém případě to je dlouholetý vztah a teď jenom to narovnáváme
3859720	3862900	a ta smlouva má prostě jako nové aktuální podmínky.
3863300	3871700	A fakticky se teda nic nemění na provozu toho zařízení jako takového.
3871700	3873200	pouze teď
3873200	3875140	ta smlouva je
3875140	3877460	konkrétnější v tom,
3877840	3879660	co to je, kde přesně to leží
3879660	3881560	a za jakých podmínek se to bude provozovat.
3887060	3887620	Prá, děkuji.
3887680	3888880	Poprosím ještě panu Vybráše.
3889460	3891720	Moc děkuji, paní Husáková. A jenom se chci zeptat,
3891820	3893200	když tam načítám
3893200	3895560	to, že Gasnetu
3895560	3897340	mám jako prvnímu nabídnout
3897340	3899080	ke koupy, tak já s ním ujednávám
3899080	3900100	předkupní právo.
3901700	3907280	V materiálu je napsáno, pro případ, že se statutární město rozhodne prodat
3907280	3911200	nebo jiným způsobem převest vlastnictví k pronajatému plinárenskému zařízení,
3911640	3914580	pak jej nabídne jako první ke koupy společnosti Kastnet,
3914940	3919140	přičemž tato nabídka musí být učiněna písemně a prokazatelným způsobem Kastnet doručena.
3919580	3921440	Tak se chci zeptat, co s nimi ujednáváme.
3921820	3927120	Ono to má samozřejmě konsekvence, kdyby to bylo jenom nějaká nabídková povinnost, chápu, ale...
3927120	3931540	Jak říkám, nás vůbec nenapadlo, že by byla varianta jednat o tom
3931540	3934900	s někým jiným, protože máme za to, že hlavním distributorem plynu
3934900	3938940	nebo vlastníkem té distribuční sítě je Gaznet,
3940140	3943200	takže jsme to s touhle podmínkou neměli vůbec žádný problém,
3943280	3947660	že pokud bychom to opravdu chtěli prodat, takže jim to nabídneme jako prvnímu.
3947660	3952920	Zatím je pro nás výhodné tamto zařízení mít a nechat si za to platit nájem.
3957120	3966740	Dobrá, děkuji za to vysvětlení, nikdo další se diskuze nehlásí, takže pojďme prostě nosat tento materiál.
3978600	3982180	Pro 24, materiál číslo 19 byl přijat.
3982180	3988520	Materiál číslo 20 týkající se investičních dotací z rozpočtu města Zdíná na technické zhodnocení Sportovišť,
3988580	3994380	které jsou ve zprávě společnosti STEZA. Poprosím Pavla Simkoviče, když se hlásí do diskuze.
3996460	4000420	Dobré dopoledne všem přeji. Jenom maličký dotaz pro upřesnění.
4000580	4008620	Předpokladám, že ty investiční dotace pro STEZU na Mlacovou, na Vršavu, na tenisové kurty,
4008620	4012120	Je to na majitek, který už vlastníme, to znamená teď nám předali sportovní kluby předtím,
4012180	4015120	netýká se to toho, co jsme řešili na předcházejícím zastupitelstvu. Děkuji.
4015560	4020640	Ne, je to opravdu na to, co vlastně máme nabito, není to to, co jsme řešili minulé zastupitelstvo.
4022140	4024000	Poprosím náměstkyně Janu Bazelovou.
4025520	4030020	Dobré dopoledne, dámy a pánové, já jenom chci nahlásit třet zájmu, jako vždy.
4032160	4033000	Dobrá, děkuji.
4034000	4037780	Někdo další se do diskuze nehlásí, takže prosím pojďme hlasovat materiál číslo 20.
4049720	4053220	Pro 31 materiál číslo 20 byl přijat.
4054000	4058020	Materiál číslo 20 byl přijat.
4058020	4065480	Materiál číslo 21 jsou dotace na 250 tisíc ze sociálního fondu z programu A a B na rok vejce 26.
4065720	4067680	Jsou k tomu dotazy, případně střety zájmu.
4070800	4074580	Nikdo se v diskuze nehlásí, takže prosím pojďme hlasovat materiál číslo 21.
4074580	4090200	Pro 31, materiál číslo 21 byl přijat.
4090900	4094460	Materiál číslo 22 jsou dotace z Fondu mládež a tělovýchovy
4094460	4100500	na programu činnost a provoz sportovních organizací v roce 2026,
4100500	4104500	tím, že jsou to vlastně dotace nad 250 tisíc.
4104580	4108900	A hlásím vstřed zájmu a otvírám diskuzi k tomuto bodu.
4111320	4115340	Nikdo se do diskuze nehlásí, takže prosím, pojďme hlasovat materiál číslo 22.
4126860	4130280	Pro 28, materiál číslo 22 byl přijat.
4130980	4134640	Materiál číslo 23 jsou dotace z fondů zdraví pro 2026.
4135380	4137180	Jsou k tomu dotazy nebo střety zájmů?
4139420	4143920	Nikdo se do diskuze nehlásí, takže prosím pojďme hlasovat materiál číslo 23.
4155260	4159160	Pro 31 materiál číslo 23 byl přijat.
4159820	4163780	Materiál číslo 24 je změna ve jmenovitém složení komise.
4164180	4165360	Jsou k tomu nějaké dotazy?
4168020	4171760	Nikdo se do diskuze nehlásí, tak prosím pojďme napřed hlasovat o tom,
4171860	4175220	že budeme hlasovat aklamací, protože se tento materiál týká personálí.
4175220	4191500	Pro 31 a teďka, prosím, pojďme tedy hlasovat samotný bod 24.
4191500	4206900	Pro 27, materiál číslo 24 byl přijat.
4207580	4215400	Tímto jsme vyčerpali veškeré body, které byly na větším zastupitelstvu předkládány k hlasování.
4215400	4219700	Dále máte předložené informačních, pět informačních materiálů
4219700	4226220	a tímto otvírám diskuzi dnešního zasevně zastupitelstva.
4227140	4230340	Dnes jenom máte nějaké dotazy nebo příspěvky. Poprosím pana Mitáčka.
4232820	4235320	Děkuju, pane primátor, za slovo. Dobrý den, kolegyně a kolegové.
4235320	4240660	Já se vrátím zpátky k tomu memorandu a dohodě o spolupráci s tým krivým rihem.
4241720	4245300	Chtěl bych moc poděkovat, že oproti standardům, které máme s jinými městy,
4245420	4248840	to znamená oblast akademická, kulturní, sportovní a podobná,
4248840	4253360	A jsme se konečně taky zamysleli nad tím, že by jsme mohli vytěžit naše partnerské města
4253360	4258380	také v tématech, které známe pouze teoreticky, nebo jsou nám zatím vzdálené.
4258900	4260360	Za to bych chtěl osobně moc poděkovat.
4261480	4265740	A pravděpodobně tam byl i vliv pana Kladníčka, takže za to taky díky.
4266300	4268160	Nicméně k tomu ještě douška.
4269760	4275120	Jestli by bylo možné nahlédnout potom do té podoby té spolupráce klidně neveřejně,
4275540	4277000	jenom co je obsahem. Děkuji moc.
4278840	4285840	Co se týká obsahů, tak vlastně my jsme, obsah memoranda máte více překopírovaný do té důvodové zprávy.
4286120	4293300	Tam jenom nic navíc není. Samozřejmě až v rámci těch jednání se uvidí, co všechno se otevře.
4293820	4299640	Každopádně například jeden z těch tématů, který seře měsící nás zajímá, zajímá i pana ředitele městské policie,
4299640	4305360	pana Kladníčka, například systém informování obyvatel, protože my tu historicky máme systém VYSO.
4305360	4313940	A samozřejmě, když se to vezmu, je trošku zarážející, že v době, která v současné době kolem nás je,
4314440	4321480	tak například ministerstvo obrany nevypisuje dotační titul na obnovu tohoto výstražení informačního systému ochrany obyvatel.
4322140	4330540	Takže samozřejmě i nám některé ty vysílače dochází, takže snažíme se řešit obnovu,
4330540	4336540	ale samozřejmě tím, že my jsme historicky se snažili opravdu to mít zabezpečeno velice dobře,
4337460	4343620	tak v našem městě je oproti srovnatelným městům dvojnásobek těchto vysílačů.
4343840	4348480	Takže my samozřejmě v tu danou chvíli ta cenová náročnost na obnovu je mnohem vyšší než jinde.
4349100	4353160	Bavíme se v řádu jako 10 milionů, 10 milionech korun.
4353460	4356920	Kdybychom to chtěli teďka celé překlopit na nové, na digitální,
4356920	4361100	tak se bavíte zhruba v částce odhadu kolem 50 milionů a více.
4361680	4365500	Takže samozřejmě, což pro nás není úplně malá částka.
4366120	4371780	A historicky se vypisovaly dotační tituly na obnovu těchto hlásičů
4371780	4376920	pouze v povodňových oblastech a bylo to vypisováno z jiného ministerstva,
4377980	4379280	které se za životního prostředí.
4379780	4382560	Takže my budeme jednat ještě i o tom změstním obrany,
4382560	4388400	jestli by se nevypsal tento dotáčnictvou na celkový systém informování občanů,
4389100	4393080	protože jinak uvidím, jak ho bude muset zajišťovat,
4393160	4394160	prostě dohledat ty cesty.
4394760	4397220	V čem nám může například právě pomození tato zkušenost je,
4397520	4400820	jakým způsobem tohle mají vyřešené právě na Ukrajině,
4400920	4404500	protože samozřejmě ten informační systém Vysok,
4404580	4407820	který máme v současné době, není závislí na internetu,
4407880	4410540	není závislí na těchto sítích, je prostě radiový.
4410540	4415200	předpokládáme a bavili jsme se s nimi, jak to předběžně mají oni,
4415380	4419320	ale samozřejmě tam mají i další věci, které si velice rychle vyvinuli
4419320	4423600	a používají je. Takže to jsou před například ty věci,
4423600	4428520	které témata, které chceme s nimi otevřít a bavit se, získat ty zkušenosti
4428520	4431960	a můžu jenom říct, že zatím teda schůzky proběhly online,
4432080	4439120	protože když se podíváte na jich polohu, tak jsou relativně blízko té linie,
4439120	4444100	takže proto vlastně ani jejich zástupce, ani my tam jsme zatím jako by se nepotkali osobně.
4445000	4447880	Potkali jsme se ale online s tím, že ta schůzka, já můžu říct,
4448100	4455320	že zatím na základě těch jednání, která probíhají na příklad s jinými novými potenciálními spolupracujícími městy
4455320	4458720	a teďka neřeším tu úroveň, jestli to memorandum nebo partnerství,
4459280	4467360	tak opravdu tady jsme se potkali se zástupci, kde v rámci online z těch ze strany města Krvýrych
4467360	4474180	bylo asi 8, což je úplně abnormální počet proti všem těm ostatním jednáním,
4474640	4479100	ale zároveň to vícemé bylo, že každý tam měl to své odvětví,
4479200	4483840	jeden bezpečnost, druhý člověk zase tam přešel například tady tu kulturu sport,
4484000	4487660	takže dávalo to zase i v těch, je to předjednané, když se řeknu,
4487660	4492740	i mnohem důkladněji, než například to bývá běžné v jiných těch startovacích
4492740	4494700	startovacích vlastně
4494700	4496980	začávacích
4496980	4497820	jediných spoluprací.
4498760	4500820	Takže věřím tomu, že to bude přínosné a určitě, když
4500820	4502860	my tam nemáme co tajit, takže samozřejmě
4502860	4504120	pokud tam nějaké cokoliv
4504120	4506140	spolupráce bude probíhat, tak už vždyť
4506140	4507600	nemůžeme rád vědět.
4509100	4510520	Ještě poprosím pana Mitáčka.
4511680	4512840	Děkuju pana meditřenátova
4512840	4514360	za vaše slova, také děkuju za to,
4515080	4516700	že to tak vnímáte a popsal jste
4516700	4519000	taky věc, která moc často nezaznívá,
4519080	4520660	že město Zlín historicky
4520660	4524520	v České republice zaujímalo vždycky velmi přední místo a bylo
4524520	4528360	velmi příkladným vzorem pro ostatní právě v těchto systémech varování
4528360	4532100	a bezpečnosti. Děkuji, že máte taky zámysl v tom pokračovat.
4532180	4532520	Moc děkuji.
4534520	4539500	Moc krát děkuji a podnosím náměstka Vojtu Wolfa ještě o doplnění.
4540080	4542560	Děkuji, já jenom doplním pana primátora.
4543120	4546460	Ohledně toho dotazu na ministerstvo obrany máme už čerstvou odpověď,
4546460	4548460	kdy napsali, že to nespadá do jejich kompetence,
4548580	4550140	takže nám s tým výsem nepomůžou.
4552960	4554460	Což je poměrně zvláštní, že?
4555660	4556200	Ale tak
4556200	4558500	musíme se zeptat třeba zemědělství,
4558880	4560120	jestli to spadá do jejich kompetence.
4561040	4562920	Myslím si, že to spadá asi do informování
4562920	4564280	občanů, což je obrana
4564280	4565980	a bezpečnost, a tak
4565980	4568420	zkusíme případně tam, jestli to vnitra,
4568840	4570140	když to není o obraně
4570140	4571880	a uvidíme. Zkusíme.
4572440	4574280	Ano, panám, jestli už mi šeptá, že i na měst,
4574280	4575800	co jsme napsali, tak uvidíme.
4576460	4585360	pod jaké ministerstvo tedy spadá veřejný informační systém skrze bezpečnost,
4586000	4589760	tak uvidíme. Jak jsem řekl, na cásce třeba uspějme na zemědělství.
4591420	4593660	Poprosím Katku Francovou.
4595040	4602560	Jáno, tady ještě doznívá předevšlý dotaz. Jáno, takový dotaz hoši mě tady ujišťují,
4602560	4612120	že to taky je standardní, jenom v rozpočtovém opatření strana 611, tabulka 7,
4612260	4618540	ale vysvětlím, rychle nechci jmenovat, 60 tisíc neinvestiční transfer
4618540	4623160	fyzické osoby na pořádání akce, dětský karneval. Děláme to standardně,
4623300	4626180	že když v té místní části nějaká fyzická osoba něco organizuje,
4626180	4630300	že ji to převedeme, to jenom tak jako, mě to tak jako zaujalo,
4632240	4637360	jestli je to standardní postup, který v těch místních částech jako je.
4639220	4644380	Já se přiznám, že teďka fakt taky nevím, ale určitě si nevím o tom,
4645680	4650060	jenom poprosně ještě tu tabulku, to je vlastně ten informační,
4650060	4651600	jeden z informačních materiálů.
4652120	4654740	611 strana, tabulka číslo 7.
4656180	4662700	Určitě jsme na radě neschvalovali, že nějaký nestandardní stav, který by byl,
4662700	4671580	to bychom věděli. Takže já tady vlastně přes místní části.
4673600	4675760	Je to v kost? Ano.
4680940	4684020	Poprosím ještě náměstka pana Chalánka.
4686180	4692000	Komise standardně může přispět
4692000	4694000	fyzické osobě na organizaci, jestli to máme
4694000	4695860	v pravidlech. Jenom jsem se chtěla na toto zeptat.
4699800	4702040	Oni musí veškeré ty doklady
4702040	4703960	vyúčtovat zase na to, takže tam
4703960	4706400	není problém s tím.
4711680	4713940	Dobře. Moc káme děkuju.
4713940	4717660	a děkuji všem za podporu, že jsme se k tomu dobrali
4717660	4721280	k adekvátnímu odpovědi a poprosím pana Vančuru.
4723480	4725940	Děkuji, pane primátor. Já bych se možná ještě vrátil
4725940	4729960	k tomu bodu 11, proč jsme stále od toho,
4729960	4734320	aby takový dokument byl přijet a co si od něj slibujeme.
4735200	4738760	To první je, myslím, jasné z přehlednění té situace
4738760	4741740	mezi investorem a městem.
4741740	4766480	A ten druhý efekt, který v tom vidíme, tak ten dopadá samozřejmě na úředníky města. Domníváme se, že tím opatřením se lze výrazně snížit objem práce městských úředníků, že to, co se v minulosti řešilo, vždycky expo a velmi složitě a ne vždycky snadno,
4766480	4785420	takže se teď bude šance to projednat vlastně v rámci toho jednoho stavebního řízení a myslím si, že je to příklad toho, jak my vlastně rozhodujeme svými opatřením o tom, kolik práce a jaké vlastně našim úředníkům, našim úřadům vlastně připravujeme.
4785420	4795720	Takže ještě jednou, myslím, že je to dobrý dokument, který samozřejmě jistě dozná do budoucnosti ještě některých změn,
4795820	4803340	ale že je to příklad našeho rozhodnutí, nebo správného rozhodnutí.
4804360	4806820	Takže děkuju také všem, kteří se přičinili.
4809080	4814120	Moc krát děkuju, uvidíme, nám to ukáže ještě ta budoucnost, jakým způsobem to bude fungovat,
4814120	4817580	ale určitě to může mít více do pozitivních vlivů, tak jak říkáte,
4817640	4822480	že to nemusí být jenom o tom, že se v těch lokalitách bude stavit,
4822600	4826100	tak jak si to město přeje a občané, jak si to přeji, aby tam ty věci
4826100	4829920	vlastně měly k dispozici, které bychom očekávali, že v těch lokalitách
4829920	4835020	obzáště v těch větších budou automaticky, ale samozřejmě také to může mít
4835020	4838300	ten pozitivní vliv, jak říkáte, na to, že nebudeme muset zpětně řešit
4838300	4840400	ty problémy, které řešíváme
4840400	4842260	aktuálně. Takže myslím si, že
4842260	4843580	čas ukáže
4843580	4844980	a
4844980	4848360	věřím tomu, že nám to ukáže,
4848460	4850660	že to opravdu, že jsme se v tom nespletli, že nám to pomůže
4850660	4852360	v těch mnoha směry. Takže moc kář děkuju
4852360	4853560	také za tu spolupráci.
4856080	4858300	Někdo další se do diskuze nehlásí,
4858300	4860400	takže já bych vám chtěl moc kář poděkovat
4860400	4862280	za dnešní konstitucivní jednání zastupitelstva
4862280	4864240	a věřím tomu,
4864340	4866680	že se potkáme
4866680	4868100	v podobném duchu
4868100	4870140	na následujícím zastupitelstvu, chtěl by vás
4870140	4871940	tím tady pozvat všechny na velikonoční
4871940	4873720	armár, který vlastně se od zítřka
4873720	4875840	otvírá na Zlínském náměstí.
4876560	4877740	S tím, že má změněný termín,
4877860	4879640	prostě, protože dřív býval přes velikonoce,
4879780	4881820	tak stav je ten, že velikonoční
4881820	4883740	armár bude opravdu teďka na celý víkend
4883740	4885820	před velikonocemi, aby to mohlo být o tom,
4885880	4887580	že se to lidé mohou opravdu využít
4887580	4890060	i v sobotu, neděli. A nemusíte
4890060	4891400	se bát, přes velikonoce
4891400	4893860	budou vlastně probíhat
4893860	4895800	akce na tržišti pod Kaštany, takže
4895800	4897940	i přes velikoloční svátky ve zimě
4897940	4899800	bude kam zajít. Takže
4899800	4901640	moc krát děkuju všem, už jíte si zbytek dne
4901640	4903900	a kdybyste cokoliv potřebovali,
4903980	4906260	tak se na mě kdykoliv obraťte. Děkuju, mějte se hezky.
